timekey,M1,M2,GDP,REAL_GDP,PERSONAL_INCOME,DISPOSABLE_INCOME,PCE,SAVING_RATE,UNEMPLOYMENT,NONFARM_PAYROLL,LABOR_FORCE,FED_FUNDS,TREASURY_3M,TREASURY_2Y,TREASURY_5Y,TREASURY_10Y,TREASURY_30Y,BBB_CORPORATE,CPI,CORE_CPI,PCE_INFLATION,INDUSTRIAL_PRODUCTION,RETAIL_SALES,HOUSE_PRICE_INDEX,M1_AVG,M2_AVG,GDP_AVG,REAL_GDP_AVG,PERSONAL_INCOME_AVG,DISPOSABLE_INCOME_AVG,PCE_AVG,SAVING_RATE_AVG,UNEMPLOYMENT_AVG,NONFARM_PAYROLL_AVG,LABOR_FORCE_AVG,FED_FUNDS_AVG,TREASURY_3M_AVG,TREASURY_2Y_AVG,TREASURY_5Y_AVG,TREASURY_10Y_AVG,TREASURY_30Y_AVG,BBB_CORPORATE_AVG,CPI_AVG,CORE_CPI_AVG,PCE_INFLATION_AVG,INDUSTRIAL_PRODUCTION_AVG,RETAIL_SALES_AVG,HOUSE_PRICE_INDEX_AVG
112,1388.7,7670.3,14706.538,16843.003,12314.7,12145.9,10035.3,2.9,5.1,138257.0,153908.0,2.61,1.38,1.62,2.46,3.45,4.3,6.9,213.448,214.42,88.635,101.4508,328493.0,170.051,1382.2666666666667,7597.433333333333,14706.538,16843.003,12269.133333333333,12141.6,10004.466666666667,2.8333333333333335,5.0,138325.0,153874.66666666666,3.1766666666666663,2.1044262295081966,2.0293442622950817,2.7514754098360656,3.6652459016393446,4.4121311475409835,6.748852459016393,212.76966666666667,214.04333333333332,88.40766666666667,101.7919,328946.6666666667,171.57433333333333
113,1404.6,7744.2,14865.701,16943.291,12661.0,12376.6,10187.1,4.6,5.6,137698.0,154313.0,2.0,1.9,2.63,3.34,3.99,4.53,7.04,217.463,215.424,89.827,99.8728,331764.0,165.014,1396.4666666666665,7727.5,14865.701,16943.291,12614.300000000001,12391.199999999999,10129.9,4.6000000000000005,5.333333333333333,137862.33333333334,154128.33333333334,2.0866666666666664,1.65015625,2.41640625,3.155,3.8815625000000002,4.5740625,6.9896875000000005,215.5376666666667,214.97333333333336,89.26866666666668,100.25393333333334,330296.3333333333,166.667
114,1462.0,7872.7,14898.999,16854.295,12445.0,12149.0,10116.4,3.9,6.1,136762.0,154570.0,1.81,0.92,2.0,2.98,3.85,4.31,7.85,218.877,216.713,90.247,93.5576,321568.0,160.30700000000002,1430.1666666666667,7823.433333333333,14898.999,16854.295,12461.933333333334,12152.766666666668,10159.066666666668,3.533333333333333,6.0,137157.0,154560.0,1.9400000000000002,1.5203125,2.36,3.1128125,3.8621875,4.44921875,7.2059375,218.861,216.357,90.22133333333333,96.94203333333333,326388.3333333333,161.9523333333333
115,1601.7,8205.0,14608.209,16485.35,12238.5,12288.8,9801.5,5.8,7.3,134847.0,154655.0,0.16,0.11,0.76,1.55,2.25,2.69,8.07,211.398,216.925,88.098,90.6266,287571.0,153.618,1530.0333333333335,8069.2,14608.209,16485.35,12357.366666666667,12291.733333333332,9906.933333333334,5.566666666666666,6.866666666666667,135561.0,154723.33333333334,0.5066666666666667,0.3117741935483871,1.215483870967742,2.172741935483871,3.234677419354839,3.661774193548387,8.815645161290323,213.84866666666667,216.88666666666668,88.78066666666666,92.7956,297311.6666666667,156.02866666666668
116,1578.9,8386.7,14430.902,16298.262,11965.3,12242.7,9773.2,5.8,8.7,132492.0,154133.0,0.18,0.21,0.81,1.67,2.71,3.56,8.45,212.495,218.253,88.169,86.4689,286022.0,148.658,1576.3,8331.9,14430.902,16298.262,12032.766666666668,12282.033333333333,9814.966666666667,5.7,8.266666666666667,133295.66666666666,154293.66666666666,0.18333333333333335,0.2122950819672131,0.9042622950819672,1.761311475409836,2.7362295081967214,3.45672131147541,8.224754098360656,212.37766666666667,217.797,88.181,87.56103333333334,289966.6666666667,150.05866666666665
117,1658.8,8459.5,14381.236,16269.145,12042.9,12273.2,9852.4,6.1,9.5,131007.0,154716.0,0.21,0.19,1.11,2.54,3.53,4.32,7.17,214.79,219.112,88.912,84.6746,295458.0,148.089,1629.3,8433.466666666667,14381.236,16269.145,12077.300000000001,12364.433333333334,9805.5,6.8,9.299999999999999,131432.0,154657.33333333334,0.18000000000000002,0.1712698412698413,1.0176190476190476,2.2417460317460316,3.320793650793651,4.172380952380952,7.973015873015873,213.50699999999998,218.90733333333333,88.53133333333334,85.13616666666667,291067.6666666667,147.91066666666666
118,1664.9,8461.8,14448.882,16326.281,12061.1,12230.6,9927.8,5.5,9.8,130247.0,153827.0,0.15,0.14,0.95,2.31,3.31,4.03,6.17,215.861,219.92,89.324,87.3821,294449.0,148.023,1662.4666666666665,8462.966666666665,14448.882,16326.281,12023.566666666666,12214.699999999999,9939.4,5.1000000000000005,9.633333333333333,130460.33333333333,154212.0,0.15666666666666665,0.16,1.03,2.4675,3.5178125,4.3225,6.665625,215.34399999999997,219.55966666666666,89.142,86.5689,298082.6666666667,148.23566666666667
119,1692.8,8512.5,14651.249,16502.754,12188.2,12280.2,10052.6,5.4,9.9,129808.0,153111.0,0.12,0.06,1.14,2.69,3.85,4.63,6.39,217.347,220.881,89.939,88.2404,301959.0,147.931,1684.5,8505.966666666667,14651.249,16502.754,12129.066666666666,12232.6,10005.0,5.333333333333333,9.933333333333334,129976.0,153591.0,0.12,0.06048387096774194,0.8779032258064516,2.304193548387097,3.4640322580645164,4.335645161290323,6.327258064516129,217.03,220.68266666666668,89.82966666666665,87.92003333333332,300203.0,147.971
120,1711.9,8523.7,14764.61,16582.71,12330.9,12340.3,10156.0,5.3,9.9,129865.0,153954.0,0.16,0.16,1.02,2.55,3.84,4.72,6.31,217.353,220.783,90.261,90.1356,309525.0,145.858,1695.4666666666665,8509.766666666668,14764.61,16582.71,12288.733333333332,12306.033333333333,10101.833333333334,5.3999999999999995,9.833333333333334,129790.66666666667,153710.66666666666,0.13333333333333333,0.1098360655737705,0.917704918032787,2.4273770491803277,3.7178688524590164,4.624426229508196,6.287213114754098,217.37400000000002,220.71566666666664,90.177,89.60996666666666,304720.0,146.29566666666668
121,1731.6,8628.4,14980.193,16743.162,12550.7,12544.3,10231.3,6.2,9.4,130509.0,153616.0,0.18,0.18,0.61,1.79,2.97,3.91,6.05,217.199,221.194,90.301,91.9033,308588.0,145.713,1713.5666666666666,8597.6,14980.193,16743.162,12512.066666666666,12510.566666666666,10208.133333333333,6.2,9.633333333333333,130424.0,154109.66666666666,0.19333333333333336,0.14828125,0.873125,2.25484375,3.4925,4.3715625,6.18265625,217.29733333333334,220.99266666666665,90.31666666666666,91.35513333333334,309963.0,146.165
